"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"288","76","Entertaining  sandra 6292",""," November 2nd, 2016","See it if you like great dancingg","Don't see it if you do not like the dancing of Bob Fosse.="
"289","71","Funny, Dated, Entertaining, Great singing, Great staging  Patrick V 6280",""," October 31st, 2016","See it if You've never been to New York before and really want to see a  Real Housewife  on stage.","Don't see it if You can't be won over by stunt casting, and a tired ensemble some of whom have been doing this since 1996.="
"290","90","Entertaining, Great singing, Great dancing  Mary",""," October 29th, 2016","See it if You love Kanter and Ebb's music and Bob Fosse's choreography","Don't see it if You will be upset to see a guilty woman acquitted of crime while a woman who is probably innocent is convicted="
"291","87","Funny, Entertaining, Great singing  Ann K 6159",""," October 29th, 2016","See it if You enjoy singing, dancing and various reasons for romantic jealousy and murder.","Don't see it if You don't like the darker side of true love.="
"292","86","Clever, Relevant, Entertaining, Tired company  Jeffery 6301",""," October 28th, 2016","See it if ...a unique story telling structure, where the songs are a musical vaudeville rather than a direct expression of the moment.","Don't see it if ...you can smell when a cast has been in a long run show for too long.="
"293","90","Absorbing, Delightful, Intelligent, Must see, Refreshing  NaomiLynne",""," October 26th, 2016","See it if you enjoy the music or movie, are looking for a good night out.","Don't see it if you are looking for something to bring small children to.="
"294","89","Delightful, Relevant, Entertaining, Great singing, Great staging  Eric D 6298",""," October 24th, 2016","See it if You've never seen this show, or it's been a while. It is more relevant today than ever!","Don't see it if Any  Housewife  is in it...="
"295","50","Edgy, Raunchy, Cliched  Testa Fiesta",""," October 24th, 2016","See it if You are a fan of cabaret-like shows.","Don't see it if You loved the movie, because the movie is better. Just keep rewatching that.="
"296","80","Disappointing, Dated, Entertaining, Great staging, Messy  hsscharlie",""," October 24th, 2016","See it if you like the music","Don't see it if you want to see a polished show="
"297","90","Absorbing, Edgy, Must see, Great staging  Melissa Peckover",""," October 23rd, 2016","See it if you want to see one of the greatest musicals of all time. It's dark, sexy and a ton of fun.","Don't see it if you're not a fan of jazz music or you're bringing young kids along.="
